	flight_id	airline	origin_airport	destination_airport	flight_number	delay_reason	departure_delay	scheduled_trip_time	scheduled_departure	scheduled_arrival	day_of_week	day_of_month	month
14065	14065	NK	BOS	MYR	103	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	5	2	3
14076	14076	AA	BOS	MIA	2454	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	5	2	3
14103	14103	US	BOS	PHL	1909	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	5	2	3
14139	14139	B6	BOS	BWI	727	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	5	2	3
14168	14168	B6	BOS	PBI	721	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	5	2	3
14169	14169	B6	BOS	JFK	917	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	5	2	3
14188	14188	B6	BOS	BUF	515	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	5	2	3
14189	14189	UA	BOS	IAD	282	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	5	2	3
14192	14192	UA	BOS	EWR	678	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	5	2	3
14202	14202	WN	BOS	BWI	3475	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	5	2	3
14213	14213	AA	BOS	ORD	1083	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	5	2	3
14238	14238	WN	BOS	MDW	1688	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	5	2	3
14248	14248	AA	BOS	DFW	1233	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	5	2	3
14253	14253	EV	BOS	CLE	4126	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	5	2	3
14279	14279	UA	BOS	LAX	1431	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14282	14282	UA	BOS	SFO	1619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14320	14320	WN	BOS	ATL	1831	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14438	14438	DL	BOS	JFK	750	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
14442	14442	DL	BOS	MSP	809	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14479	14479	DL	BOS	ATL	2282	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14486	14486	B6	BOS	PHL	159	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
14491	14491	B6	BOS	DCA	1600	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
14650	14650	US	BOS	CLT	445	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
14652	14652	US	BOS	PHX	647	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14661	14661	WN	BOS	STL	986	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14771	14771	AA	BOS	MIA	1619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
14776	14776	B6	BOS	IAD	57	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
14804	14804	B6	BOS	FLL	269	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	MORNING	5	2	3
14851	14851	AA	BOS	JFK	1165	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
14982	14982	B6	BOS	RIC	1481	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15116	15116	B6	BOS	PIT	1285	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15237	15237	UA	BOS	EWR	312	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
15306	15306	UA	BOS	ORD	1037	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15355	15355	B6	BOS	DTW	1137	AIRLINE	MID_DELAY	MID_FLIGHT	MORNING	MORNING	5	2	3
15358	15358	DL	BOS	DTW	2079	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15359	15359	DL	BOS	SLC	2083	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15422	15422	AA	BOS	DFW	1318	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15530	15530	UA	BOS	IAH	676	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	5	2	3
15544	15544	US	BOS	PHL	1917	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15572	15572	WN	BOS	BWI	3742	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15607	15607	AA	BOS	LAX	201	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15613	15613	AA	BOS	ORD	1247	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15644	15644	B6	BOS	DCA	289	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15645	15645	B6	BOS	SAN	619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15647	15647	B6	BOS	JAX	1109	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15649	15649	B6	BOS	HOU	1031	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15650	15650	B6	BOS	AUS	1039	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15671	15671	DL	BOS	PBI	1461	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15702	15702	EV	BOS	RIC	4911	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
15878	15878	B6	BOS	TPA	2191	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15913	15913	WN	BOS	MCI	1972	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15946	15946	B6	BOS	ORD	111	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
15948	15948	B6	BOS	STT	907	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
15961	15961	DL	BOS	ATL	1501	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16001	16001	VX	BOS	LAX	363	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16206	16206	B6	BOS	FLL	569	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16262	16262	UA	BOS	DEN	1402	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	5	2	3
16304	16304	AS	BOS	SEA	25	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16310	16310	B6	BOS	MCO	51	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16328	16328	B6	BOS	PBI	221	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16491	16491	WN	BOS	MKE	4810	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
16498	16498	AA	BOS	ORD	289	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16502	16502	AA	BOS	MIA	1541	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16604	16604	UA	BOS	ORD	501	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	5	2	3
16613	16613	UA	BOS	SFO	1043	AIRLINE	LARGE_DELAY	LONG_FLIGHT	MORNING	MORNING	5	2	3
16633	16633	US	BOS	DCA	2105	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
16704	16704	B6	BOS	LAX	287	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16706	16706	B6	BOS	JFK	617	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
16717	16717	DL	BOS	MSP	819	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
16871	16871	US	BOS	CLT	466	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
16901	16901	B6	BOS	BWI	427	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
17006	17006	B6	BOS	DEN	493	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
17074	17074	WN	BOS	HOU	1818	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17174	17174	DL	BOS	ATL	1601	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
17252	17252	B6	BOS	SFO	133	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17254	17254	B6	BOS	RSW	465	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17255	17255	B6	BOS	LAS	1077	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
17264	17264	DL	BOS	MCO	1315	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
17357	17357	B6	BOS	RDU	1383	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
17371	17371	DL	BOS	LAX	2531	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17405	17405	UA	BOS	IAH	1086	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17534	17534	B6	BOS	DCA	389	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
17542	17542	DL	BOS	DTW	583	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
17662	17662	UA	BOS	DEN	1690	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	5	2	3
17750	17750	US	BOS	LGA	2141	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
17752	17752	VX	BOS	SFO	351	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17772	17772	AA	BOS	LAX	25	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
17856	17856	UA	BOS	ORD	1760	AIRLINE	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	5	2	3
17930	17930	B6	BOS	MCO	151	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18175	18175	AA	BOS	DFW	1027	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18183	18183	B6	BOS	SAV	49	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
18184	18184	B6	BOS	PBI	921	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18292	18292	UA	BOS	IAD	791	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
18296	18296	US	BOS	CLT	529	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
18327	18327	B6	BOS	RSW	665	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18328	18328	B6	BOS	EWR	2379	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
18344	18344	UA	BOS	EWR	319	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
18358	18358	B6	BOS	SJU	61	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18377	18377	US	BOS	PHX	1856	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18402	18402	AA	BOS	JFK	84	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
18442	18442	B6	BOS	SRQ	741	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18449	18449	B6	BOS	FLL	2169	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18503	18503	DL	BOS	ATL	1701	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18552	18552	WN	BOS	BWI	2469	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
18643	18643	WN	BOS	ATL	1824	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18869	18869	AA	BOS	ORD	160	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
18923	18923	B6	BOS	BUF	815	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	5	2	3
18978	18978	B6	BOS	STT	807	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19014	19014	B6	BOS	RIC	1081	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19066	19066	B6	BOS	CHS	1667	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19137	19137	B6	BOS	MCO	251	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19199	19199	B6	BOS	JFK	717	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
19292	19292	US	BOS	PHL	1819	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	5	2	3
19342	19342	EV	BOS	DTW	5203	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19377	19377	WN	BOS	BWI	1089	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19435	19435	UA	BOS	SFO	1727	AIRLINE	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19449	19449	WN	BOS	MDW	4718	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19578	19578	B6	BOS	SEA	597	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19719	19719	B6	BOS	RDU	1083	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19720	19720	B6	BOS	RSW	965	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19724	19724	B6	BOS	FLL	2269	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19743	19743	NK	BOS	RSW	239	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19749	19749	OO	BOS	ORD	5204	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19829	19829	DL	BOS	ATL	1801	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
19873	19873	US	BOS	CLT	2045	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
19900	19900	B6	BOS	MCO	451	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20015	20015	UA	BOS	IAH	1020	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20057	20057	AA	BOS	MIA	1582	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20061	20061	B6	BOS	DCA	589	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
20385	20385	DL	BOS	MSP	829	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20419	20419	AA	BOS	DFW	1186	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20428	20428	B6	BOS	TPA	391	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20434	20434	DL	BOS	FLL	2485	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	5	2	3
20545	20545	B6	BOS	PHL	759	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
20758	20758	AA	BOS	ORD	187	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	5	2	3
20890	20890	EV	BOS	RIC	4909	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21004	21004	B6	BOS	JFK	117	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21055	21055	DL	BOS	ATL	1901	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21155	21155	B6	BOS	DCA	689	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21250	21250	WN	BOS	DEN	362	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21325	21325	US	BOS	PHL	1721	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21353	21353	DL	BOS	DTW	159	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21419	21419	B6	BOS	IAD	457	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21546	21546	WN	BOS	BWI	1803	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21615	21615	US	BOS	CLT	626	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
21797	21797	US	BOS	DCA	2115	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22082	22082	AA	BOS	DFW	2470	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22186	22186	B6	BOS	MSY	401	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22353	22353	DL	BOS	ATL	981	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22502	22502	AA	BOS	ORD	1551	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22546	22546	B6	BOS	SJU	861	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
22550	22550	UA	BOS	EWR	657	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22570	22570	WN	BOS	ATL	4788	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22595	22595	B6	BOS	JAX	1209	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22769	22769	AA	BOS	MIA	1185	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
22898	22898	B6	BOS	PBI	821	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23218	23218	B6	BOS	FLL	69	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23248	23248	WN	BOS	BWI	4566	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23302	23302	DL	BOS	MSP	859	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23321	23321	US	BOS	PHL	1776	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23399	23399	B6	BOS	JFK	417	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23400	23400	DL	BOS	DTW	1723	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23496	23496	US	BOS	CLT	1799	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23515	23515	AA	BOS	JFK	193	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23613	23613	DL	BOS	ATL	105	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23645	23645	B6	BOS	BUF	1615	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
23726	23726	B6	BOS	DFW	1115	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
23844	23844	US	BOS	DCA	2119	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24083	24083	B6	BOS	EWR	2579	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24095	24095	UA	BOS	DEN	448	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24296	24296	DL	BOS	MCO	1699	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24349	24349	WN	BOS	BNA	2108	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24411	24411	UA	BOS	SFO	503	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24488	24488	UA	BOS	EWR	464	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24540	24540	AA	BOS	ORD	1063	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24570	24570	B6	BOS	RSW	1065	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24571	24571	B6	BOS	CLT	1445	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
24730	24730	B6	BOS	MCO	951	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24783	24783	B6	BOS	DTW	1237	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
24793	24793	NK	BOS	PBI	203	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24809	24809	B6	BOS	RDU	2783	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
24816	24816	B6	BOS	ORD	1011	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24841	24841	US	BOS	LGA	2155	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24847	24847	WN	BOS	MKE	1027	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	5	2	3
24961	24961	AA	BOS	DFW	1448	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
24962	24962	DL	BOS	MSP	1691	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25027	25027	AA	BOS	LAX	165	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25036	25036	B6	BOS	LGB	405	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25110	25110	B6	BOS	PIT	1685	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
25118	25118	DL	BOS	ATL	1369	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25171	25171	US	BOS	PHX	629	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25240	25240	B6	BOS	TPA	691	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25342	25342	WN	BOS	ATL	4010	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25417	25417	UA	BOS	IAH	1644	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25433	25433	WN	BOS	MDW	433	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
25495	25495	DL	BOS	DTW	1523	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
25504	25504	WN	BOS	BWI	2156	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
25673	25673	B6	BOS	MCO	1351	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25719	25719	B6	BOS	SFO	633	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25729	25729	DL	BOS	CVG	62	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
25736	25736	WN	BOS	DEN	1776	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25795	25795	B6	BOS	SAN	19	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25809	25809	US	BOS	CLT	2043	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
25835	25835	AA	BOS	ORD	1065	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25918	25918	WN	BOS	HOU	3859	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25936	25936	AA	BOS	MIA	1533	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
25944	25944	AS	BOS	PDX	33	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26033	26033	B6	BOS	JFK	1317	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	EVENING	5	2	3
26052	26052	UA	BOS	SFO	1699	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26108	26108	B6	BOS	SJC	471	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26109	26109	B6	BOS	DCA	989	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
26120	26120	EV	BOS	ATL	5159	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26169	26169	UA	BOS	ORD	1025	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26198	26198	B6	BOS	LAX	487	AIRLINE	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26228	26228	B6	BOS	PBI	121	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26325	26325	DL	BOS	SLC	993	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26327	26327	NK	BOS	FLL	615	AIR_SYSTEM	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26514	26514	B6	BOS	RSW	1165	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26579	26579	B6	BOS	BWI	827	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
26611	26611	B6	BOS	FLL	1969	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26636	26636	VX	BOS	LAX	367	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26664	26664	AA	BOS	JFK	1096	LATE_AIRCRAFT	MID_DELAY	SHORT_FLIGHT	AFTERNOON	EVENING	5	2	3
26666	26666	AA	BOS	DFW	1124	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26680	26680	DL	BOS	JFK	793	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	EVENING	5	2	3
26795	26795	B6	BOS	PHX	603	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26797	26797	DL	BOS	LAX	2532	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26828	26828	WN	BOS	BWI	3564	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	5	2	3
26846	26846	AA	BOS	ORD	1670	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26899	26899	UA	BOS	SFO	1241	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	2	3
26934	26934	US	BOS	DCA	2125	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	2	3
27087	27087	DL	BOS	ATL	2401	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	2	3
27132	27132	AS	BOS	SAN	769	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	2	3
27268	27268	B6	BOS	PHL	1159	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	2	3
27296	27296	B6	BOS	PBI	1321	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	2	3
